age,sexe,taux,situationFamiliale,nbEnfantsAcharge,2eme voiture,immatriculation
23,M,490,En Couple,3,true,1457 RG 53
22,F,760,Seule,3,false,1779 GH 30
54,F,585,En Couple,3,true,2798 MF 48
34,M,481,En Couple,4,false,7178 RH 55
41,M,462,Célibataire,0,false,8140 ZC 58
48,M,997,Célibataire,0,false,9291 FR 63
74,F,410,En Couple,0,false,8093 DJ 92
33,M,222,Célibataire,0,false,606 EU 77
65,M,1235,En Couple,0,false,2157 RB 25
30,M,563,Célibataire,0,false,1698 TS 25
59,F,526,En Couple,0,true,4671 GF 13
31,M,1361,Célibataire,0,false,5587 FN 93
57,M,461,En Couple,4,false,3125 PZ 78
43,M,485,Célibataire,0,false,3763 VD 22
64,F,465,Célibataire,0,false,5014 YO 30
56,F,817,Célibataire,0,false,3233 CQ 98
27,M,419,Célibataire,0,false,7927 US 96
20,F,199,Célibataire,0,false,3047 CR 15
27,F,456,En Couple,3,false,565 RS 60
27,M,1069,En Couple,3,true,1542 GL 17
58,M,550,En Couple,4,false,903 CX 12
21,F,540,En Couple,2,false,9690 KN 78
37,Homme,532,En Couple,4,false,2094 RU 18
35,M,542,En Couple,3,true,7177 IR 79
56,M,993,En Couple,2,false,8549 GK 14
31,M,1166,En Couple,2,false,4549 OJ 64
25,F,453,En Couple,4,false,7683 VV 68
76,F,483,Célibataire,0,false,3191 XF 75
32,F,592,En Couple,3,false,1381 YZ 72
29,M,441,Célibataire,0,false,3860 DK 85
20,F,1016,Célibataire,0,false,2839 MY 47
47,M,1206,Célibataire,0,false,7817 BV 28
30,F,203,Célibataire,0,false,3610 PD 82
21,M,150,En Couple,2,true,8384 RS 73
51,F,774,Célibataire,0,false,9612 SW 28
61,M,205,En Couple,2,false,4347 PR 58
24,F,1015,Seule,2,false,645 RN 11
73,F,591,En Couple,2,false,549 RF 41
72,M,212,En Couple,0,false,501 RU 67
61,F,430,En Couple,3,true,2838 TL 16
34,M,1064,Célibataire,0,false,8681 EI 48
38,M,246,En Couple,0,false,7613 AV 94
46,F,509,En Couple,2,false,1813 DR 67
38,M,1344,Seule,2,false,3333 GE 48
22,M,598,En Couple,0,false,6425 CT 70
59,M,439,Célibataire,0,false,770 IL 11
58,F,1316,En Couple,1,false,4334 RM 51
45,M,849,En Couple,0,false,8019 ET 33
34,M,188,En Couple,0,false,5736 GW 93
36,F,519,En Couple,2,false,7231 CC 20
69,M,508,En Couple,3,false,2275 ES 61
75,F,222,Célibataire,0,false,8282 KM 40
27,M,786,En Couple,2,false,7911 SQ 91
38,M,444,En Couple,1,true,4303 HV 76
41,F,215,Célibataire,0,false,7333 MY 73
58,F,1002,En Couple,0,true,4852 XE 68
45,M,233,En Couple,2,true,8553 IR 25
38,M,582,En Couple,2,false,6219 VB 94
26,M,180,En Couple,4,false,5384 DH 53
60,M,793,En Couple,2,false,9885 MZ 96
25,M,936,En Couple,4,false,6865 SO 18
58,M,1319,En Couple,1,false,2687 DY 38
23,M,579,En Couple,2,true,8926 QQ 44
47,F,479,Célibataire,0,false,3694 NF 84
49,M,865,N/D,1,false,6017 MV 83
19,M,1228,En Couple,2,false,8884 ZF 59
51,M,569,Célibataire,0,false,5433 QW 26
49,M,805,En Couple,2,false,5874 GQ 62
55,F,755,En Couple,0,true,4844 SU 83
46,F,507,En Couple,3,false,2422 ZS 14
61,F,595,Célibataire,0,false,1164 UA 81
34,M,419,En Couple,1,false,8868 CR 89
65,F,1362,Célibataire,0,false,1348 TA 37
53,M,596,En Couple,4,false,2478 UZ 30
29,M,234,En Couple,3,false,2522 EH 92
44,M,401,En Couple,2,false,4846 ML 21
18,M,535,En Couple,1,false,2668 FE 48
33,M,777,Célibataire,0,false,9944 PE 76
51,M,236,Célibataire,0,false,677 CU 82
21,M,450,En Couple,4,false,4715 BX 62
46,M,491,En Couple,0,false,5575 ZK 11
52,M,520,Célibataire,0,false,5054 YO 62
51,F,179,Célibataire,0,false,2559 LS 53
44,M,421,Célibataire,0,false,7349 MN 41
81,F,1178,En Couple,1,false,3285 CY 37
47,M,1113,Célibataire,0,false,3978 UC 71
46,M,1014,En Couple,0,false,3995 QF 30
66,M,503,En Couple,3,false,5350 JA 89
84,M,581,En Couple,3,false,6939 PV 62
41,M,1254,Célibataire,0,false,6072 IJ 37
42,M,1122,En Couple,2,false,4252 BR 43
22,M,440,En Couple,1,false,7945 LY 59
49,M,819,Célibataire,0,false,9595 DW 53
64,M,701,Célibataire,0,false,6272 BC 88
57,M,412,En Couple,1,false,2547 RU 17
45,F,574,Seul,0,false,6441 CD 90
28,M,1260,En Couple,2,false,3607 TH 86
28,M,162,En Couple,0,false,1582 NK 66
36,M,210,En Couple,3,false,1141 DN 79
72,F,164,En Couple,3,false,3857 QN 13
56,M,1365,En Couple,4,false,2018 SE 60
29,M,483,Célibataire,0,false,1341 YT 54
32,Homme,915,En Couple,1,false,3602 XB 73
40,M,426,Seule,1,false,5977 ZJ 16
26,M,462,En Couple,2,false,9598 ZI 44
51,M,598,En Couple,1,true,9590 QD 54
22,M,497,En Couple,4,true,7789 PF 25
54,M,1335,Seule,1,false,3502 ME 45
70,M,515,Seule,3,false,8318 QG 61
76,F,1339,Célibataire,0,false,4597 GN 28
47,F,1190,Célibataire,0,false,5338 ER 15
18,M,534,En Couple,1,false,8937 LP 11
22,F,868,Célibataire,0,false,2260 QC 96
74,M,216,En Couple,2,false,4580 LB 29
21,M,206,Célibataire,0,false,6554 ST 69
55,M,529,En Couple,2,false,2566 VQ 86
52,M,155,En Couple,3,false,4931 NJ 93
77,F, ,Célibataire,0,false,2317 KI 46
84,M,550,En Couple,0,false,7056 VX 62
66,M,?,En Couple,2,true,9198 VX 40
40,M,448,Célibataire,0,false,1084 QL 47
18,F,1329,Célibataire,0,false,2907 ZD 58
43,M,437,Célibataire,0,false,2158 OE 67
21,F,594,En Couple,1,true,2796 YQ 48
75,F,1032,En Couple,4,true,4324 NX 46
55,M,153,Marié(e),0,false,2696 QZ 38
58,F,565,En Couple,2,false,3640 EL 92
68,F,451,En Couple,2,false,2507 GM 42
65,M,199,En Couple,0,false,4412 PT 80
24,M,924,En Couple,1,false,3967 TA 49
84,M,585,Célibataire,0,false,4959 LE 62
40,M,426,En Couple,2,false,6309 KN 81
35,F,576,En Couple,0,false,2791 OV 23
63,M,812,En Couple,3,false,3210 ZL 29
57,F,566,Seule,3,false,4901 LG 43
32,M,1351,Célibataire,0,false,3989 GC 20
27,M,1013,Célibataire,0,false,8422 XD 57
44,M,464,En Couple,0,false,2101 EI 62
72,M,185,En Couple,1,false,2959 FN 36
74,M,1195,En Couple,1,false,7348 RY 38
37,F,567,En Couple,0,false,8862 CN 68
22,M,449,En Couple,0,false,2712 AR 17
57,M,1220,En Couple,2,false,2957 EM 57
49,M,1257,En Couple,2,true,5903 TS 15
70,F,500,Marié(e),4,false,1312 DP 48
57,F,482,En Couple,4,false,3328 EQ 83
30,M,518,En Couple,2,false,755 SN 33
40,M,190,En Couple,1,false,8606 AU 76
74,M,1338,En Couple,0,true,8638 AV 68
84,F,219,En Couple,2,false,901 KU 66
75,F,541,En Couple,4,false,6371 AR 82
37,M,214,Célibataire,0,false,4397 AK 40
67,F,1276,Célibataire,0,false,5164 IK 49
34,F,214,En Couple,2,false,6596 RG 12
75,Homme,1350,Célibataire,0,false,751 ZD 90
24,M,227,En Couple,4,false,2166 OI 87
20,M,427,Célibataire,0,false,667 DC 68
55,F,498,Célibataire,0,false,5926 PL 74
37,Femme,510,En Couple,1,false,314 NT 61
50,M,1028,En Couple,0,false,1923 WF 71
44,M,431,En Couple,0,false,3007 ZY 18
24,M,1323,En Couple,3,false,9734 HP 28
39,F,208,En Couple,3,false,9543 QZ 96
82,F,437,Célibataire,0,false,5136 XD 13
75,M,514,En Couple,0,true,9625 GS 85
49,M,486,En Couple,1,false,7726 ZZ 90
39,M,204,Célibataire,0,false,5512 DU 59
67,F,1392,Célibataire,0,false,5127 WT 21
30,F,527,En Couple,1,false,5453 SS 75
48,M,187,En Couple,4,false,857 KF 36
21,M,596,En Couple,1,false,8463 CI 90
36,F,514,En Couple,0,false,2609 IU 88
37,M,470,En Couple,0,false,6844 LG 27
22,F,165,Célibataire,0,false,1266 SB 64
43,M,1251,En Couple,3,false,6719 VO 64
68,F,1025,En Couple,2,false,154 PY 64
32,M,425,Seule,1,false,9690 IG 17
56,M,1193,En Couple,4,true,1778 HN 70
32,F,472,Célibataire,0,false,9163 TS 44
37,F,994,En Couple,1,true,6124 WL 30
28,M,747,Célibataire,0,false,9640 WN 94
50,F,510,En Couple,3,false,3621 JK 54
81,F,499,Célibataire,0,false,3636 DV 19
67,F,210,Seule,3,false,3442 NP 92
59,F,545,En Couple,0,true,9946 IK 76
18,M,700,Célibataire,0,false,1460 XK 19
22,M,542,En Couple,4,true,2542 NR 17
53,M,590,En Couple,1,false,1350 ZE 63
36,Masculin,719,En Couple,1,true,5601 XP 14
49,F,490,En Couple,0,false,7435 WM 93
70,F,515,En Couple,0,false,3243 NR 63
72,F,522,En Couple,4,false,8034 DO 41
41,M,1365,En Couple,0,false,3009 WS 20
67,M,248,En Couple,1,false,3108 CR 42
27,M,579,En Couple,1,false,4478 NF 37
22,M,779,En Couple,3,true,3154 YI 79
33,M,463,Célibataire,0,false,2971 BI 89
34,F,402,Célibataire,0,false,3641 NA 40
58,M,209,Marié(e),3,true,2680 WU 39
39,M,1328,En Couple,1,false,3743 YL 53
51,M,992,Célibataire,0,false,6162 WE 21
76,M,237,En Couple,2,true,613 JJ 65
23,M,1311,En Couple,1,false,3133 TD 41
65,M,1327,En Couple,0,true,9764 SH 44
23,M,522,En Couple,0,false,9769 RC 17
75,M,175,Célibataire,0,false,2306 NW 27
55,M,731,Célibataire,0,false,9903 AC 82
80,F,500,En Couple,2,false,8124 GV 41
55,M,243,En Couple,-1,false,8291 IC 86
64,F,475,Célibataire,0,false,6747 EX 75
26,M,187,En Couple,4,false,4833 RV 16
48,M,478,Célibataire,0,false,7969 GR 29
68,M,225,En Couple,0,true,6049 WV 35
21,F,963,En Couple,2,true,5578 XH 70
29,M,401,En Couple,0,false,6772 XV 85
25,F,755,En Couple,1,true,5886 JD 29
19,M,538,Célibataire,0,false,2582 OE 44
25,M,1305,En Couple,0,false,6939 CK 79
68,M,198,Célibataire,0,false,8812 XW 81
73,M,183,Célibataire,0,false,4828 RA 79
57,M,1185,En Couple,4,false,2309 YR 10
58,M,417,En Couple,1,false,6870 OL 94
38,M,492,En Couple,2,false,2619 QB 25
48,Masculin,765,Seule,2,false,55 WB 50
43,Féminin,475,Seule,3,false,5921 HY 26
28,M,1309,Seule,2,false,6808 KJ 97
47,M,541,En Couple,2,false,5123 YO 42
61,F,1025,Célibataire,0,false,8410 FB 68
52,F,152,Célibataire,0,false,1051 NE 30
44,M,592,Célibataire,0,false,1194 YZ 40
79,M,1202,Célibataire,0,false,8360 TM 20
27,M,1152,Célibataire,0,false,4286 ZP 98
57,F,197,Célibataire,0,false,9062 ZM 61
58,M,531,En Couple,2,true,4342 PT 23
45,M,444,En Couple,2,true,2235 AP 83
48,F,476,En Couple,4,true,4222 YE 42
24,F,528,En Couple,3,false,8949 PW 14
65,M,-1,Célibataire,0,false,5512 KQ 45
56,F,1007,Célibataire,0,false,270 AD 41
51,M,476,En Couple,1,false,4213 EW 96
37,M,1029,En Couple,1,false,7146 JU 41
27,M,524,En Couple,4,false,7466 IH 34
32,M,200,En Couple,0,false,3318 TX 18
55,M,453,Célibataire,0,false,6204 JB 84
75,M,213,En Couple,0,false,1352 FF 44
25,M,594,Célibataire,0,false,6471 ZZ 83
23,M,184,Célibataire,0,false,9715 FW 51
66,F,1223,En Couple,3,false,8064 JW 67
38,F,166,En Couple,4,false,4513 TE 25
40,M,831,En Couple,0,true,9208 FU 41
34,M,452,En Couple,3,false,6697 QX 19
78,M,876,En Couple,3,false,5049 JD 89
61,M,465,En Couple,0,false,7272 XI 19
31,M,437,En Couple,3,false,2728 BP 84
43,F,753,En Couple,4,false,6185 XQ 75
51,F,952,Célibataire,0,false,8211 GT 69
30,M,722,Célibataire,0,false,7279 VU 86
29,F,995,En Couple,0,true,6371 SS 25
33,M,560,Célibataire,0,false,8759 BL 58
59,M,1392,En Couple,2,true,4856 FT 36
22,M,522,Célibataire,0,false,5065 FY 20
78,M,481,Célibataire,0,false,1969 BN 89
75,M,469,En Couple,2,false,3590 FO 56
70,M,1018,En Couple,1,false,1971 PQ 41
65,M,215,Célibataire,0,false,6440 MI 72
74,M,486,En Couple,0,false,9327 AC 77
21,M,561,En Couple,1,false,9958 MS 18
75,F,232,En Couple,2,false,2526 FW 58
48,M,582,Célibataire,0,false,1183 OX 79
19,Masculin,490,En Couple,0,false,1574 WE 37
75,M,152,En Couple,2,false,4316 UK 69
37,M,594,En Couple,1,false,2404 MD 40
84,M,532,Célibataire,0,false,7920 YN 52
52,M,525,Célibataire,0,false,2736 TQ 61
35,M,576,En Couple,2,false,1513 EV 15
49,M,975,Seule,1,false,2782 MP 13
58,M,520,En Couple,0,true,9614 WC 35
39,F,159,En Couple,2,false,4905 JD 78
78,M,792,En Couple,0,true,5728 YT 92
35,M,194,En Couple,1,false,4712 HH 39
29,M,157,Célibataire,0,false,9499 BT 50
75,M,1376,En Couple,1,false,2795 LT 42
34,M,187,Célibataire,0,false,1683 XE 83
18,M,429,Célibataire,0,false,3229 JJ 72
46,F,486,En Couple,1,false,8169 ND 68
75,M,492,En Couple,4,true,3969 QL 50
51,M,552,Célibataire,0,false,9846 HS 27
56,F,452,En Couple,4,false,7237 CC 96
22,F,508,Seul,0,false,6444 JD 11
69,M,565,Célibataire,0,false,7172 WD 56
65,F,239,En Couple,1,false,3434 NX 72
52,M,597,En Couple,3,false,7613 AT 79
53,M,455,Célibataire,0,false,8038 IX 47
50,F,400,En Couple,3,false,7679 RV 22
26,M,240,Célibataire,0,false,9106 ZH 86
34,M,1201,En Couple,3,false,4399 NA 37
27,M,555,En Couple,2,true,3209 NI 51
44,M,497,Célibataire,0,false,3357 TL 15
25,F,447,En Couple,3,true,3680 XG 62
49,M,1060,En Couple,2,false,7493 QK 34
64,M,420,En Couple,2,true,1128 VM 73
49,M,550,En Couple,1,true,6505 NO 35
27,M,754,En Couple,1,false,1656 HI 32
46,M,770,Célibataire,0,false,585 SG 47
61,F,968,Célibataire,0,false,4644 VS 75
19,M,1345,En Couple,0,true,6061 VC 47
31,M,562,En Couple,2,false,7451 FP 95
23,M,975,En Couple,4,false,7510 IF 81
84,F,1137,Célibataire,0,false,6210 CR 26
52,F,1031,En Couple,2,false,9075 UN 93
18,M,1042,Célibataire,0,false,6379 WZ 39
21,M,1364,En Couple,3,true,2343 MQ 15
36,M,192,Célibataire,0,false,579 JO 91
36,F,214,Marié(e),0,false,2069 LJ 84
45,F,228,En Couple,0,false,1869 RA 62
72,F,1356,En Couple,3,false,3543 LA 46
79,F,1232,En Couple,0,false,969 IM 51
67,F,489,En Couple,0,false,7039 GJ 21
78,M,1163,Célibataire,0,false,2049 ZG 85
66,F,150,Marié(e),0,false,5166 LY 74
23,M,967,En Couple,2,true,5448 UX 47
70,M,1227,En Couple,2,false,8747 FT 57
23,M,451,Célibataire,0,false,5051 JJ 10
58,M,1362,En Couple,2,false,6345 NM 81
58,M,1271,En Couple,1,false,5553 DT 23
75,M,706,Célibataire,0,false,2724 DI 78
40,M,547,Célibataire,0,false,2429 AX 49
53, ,407,En Couple,0,false,1281 ZD 61
35,M,743,En Couple,0,false,2104 EF 93
31,M,1288,En Couple,4,false,7171 GD 56
31,M,526,En Couple,3,false,8345 SA 52
42,F,413,En Couple,2,false,770 LN 91
34,M,997,Seule,2,false,3919 BG 34
27,M,446,En Couple,1,false,9619 EB 39
49,M,470,En Couple,3,false,5634 HW 51
21,F,581,Seule,3,false,8517 FO 71
25,M,247,En Couple,2,false,4327 BK 10
59,F,185,Seule,3,false,4560 FC 67
19,M,807,En Couple,2,false,9147 IZ 67
50,M,176,Célibataire,0,false,1429 XQ 39
44,M,417,En Couple,3,false,2085 AH 47
44,F,435,En Couple,0,false,8370 OS 34
59,M,548,Célibataire,0,false,9446 GQ 30
26,M,220,Célibataire,0,false,1805 CQ 48
74,F,1332,Célibataire,0,false,7161 GE 46
62,M,517,Célibataire,0,false,9334 GX 18
23,M,178,Célibataire,0,false,6933 TP 91
19,M,467,En Couple,3,false,2983 CL 64
35,M,1232,En Couple,4,false,7831 EE 45
84,M,1237,En Couple,1,true,6549 WO 36
25,M,1196,Célibataire,0,false,5339 HO 11
51,M,1076,Célibataire,0,false,5885 GE 96
 ,M,513,En Couple,1,false,4194 XR 53
32,M,585,En Couple,3,false,6409 KT 39
72,F,1197,En Couple,1,false,1626 WL 67
60,M,733,En Couple,0,false,9579 PB 40
45,F,1328,Célibataire,0,false,7307 OH 77
18,M,511,En Couple,3,false,1215 UR 74
49,M,1032,Célibataire,0,false,4006 TS 30
32,M,1310,En Couple,2,true,7002 OA 82
22,M,1332,En Couple,0,true,3478 QT 44
18,F,477,En Couple,1,false,655 OV 97
44,M,503,En Couple,1,true,5312 VN 27
57,M,168,En Couple,0,false,3510 EJ 83
64,F,725,Célibataire,0,false,5780 ZK 82
28,M,203,Célibataire,0,false,7844 DY 59
36,M,213,En Couple,0,false,4059 UJ 37
22,M,436,Célibataire,0,false,3912 LO 85
47,M,539,En Couple,1,false,7689 WO 44
65,M,838,Célibataire,0,false,5993 CY 29
82,F,529,En Couple,1,false,746 LW 54
39,F,1388,En Couple,4,false,3019 LC 94
74,M,1366,Seule,3,false,4486 DP 17
71,M,828,Célibataire,0,false,4057 SQ 49
38,M,202,En Couple,0,false,462 AW 18
50,M,484,Célibataire,0,false,7065 GV 14
37,M,596,En Couple,0,false,4814 VJ 11
39,F,592,En Couple,3,false,2669 HM 12
21,F,1161,En Couple,3,false,1451 OZ 52
54,F,474,En Couple,1,true,5678 GI 49
21,F,571,Célibataire,0,false,1492 OM 73
18,M,1306,En Couple,1,false,4177 WW 95
74,F,431,En Couple,0,false,2499 GN 40
42,F,486,En Couple,0,false,2515 WD 75
27,M,449,En Couple,4,false,1195 PR 63
37,M,521,En Couple,4,true,1918 OX 32
54,M,544,Célibataire,0,false,1320 CK 51
32,M,429,En Couple,3,false,9972 RR 20
50,M,1339,Seule,1, ,9604 MO 53
67,M,973,En Couple,3,false,352 RP 18
40,F,200,En Couple,3,false,2414 AP 76
74,F,533,Célibataire,0,false,3050 BS 11
28,F,592,Célibataire,0,false,7794 SQ 62
44,M,229,En Couple,4,false,5281 FG 30
56,M,817,En Couple,2,false,3910 ZC 76
57,M,585,En Couple,0,true,3392 YK 98
39,M,231,En Couple,2,false,7464 WN 10
45,M,554,Célibataire,0,false,2747 XO 40
27,M,510,En Couple,1,true,1699 PK 52
20,M,458,Seule,2,false,8641 BJ 77
30,M,553,Célibataire,0,false,8008 DL 28
53,M,155,En Couple,1,false,6729 DH 35
25,F,597,En Couple,4,true,4071 FJ 69
53,M,567,En Couple,2,false,6982 TC 81
28,M,430,En Couple,4,false,8517 YE 38
58,M,599,En Couple,0,false,9941 GM 73
27,F,525,En Couple,1,false,7109 TQ 54
28,M,182,En Couple,2,false,1420 VW 74
23,F,1050,En Couple,0,false,466 AG 15
38,F,567,En Couple,4,false,1194 NF 10
72,M,1034,Célibataire,0,false,8336 RT 50
53,M,404,En Couple,2,false,1675 OO 36
56,M,171,Seule,2,false,9520 GD 85
62,M,1290,En Couple,1,false,8403 YC 64
66,F,548,En Couple,0,false,6346 SF 59
27,F,977,En Couple,1,false,5375 MQ 40
 ,F,445,Célibataire,0,false,5122 BW 93
29,M,410,En Couple,3,false,505 LB 22
22,M,523,En Couple,2,false,9397 DI 31
41,M,198,En Couple,2,true,6739 LX 78
29,M,233,En Couple,1,false,8795 TP 21
27,M,558,En Couple,4,false,6632 RV 62
68,M,1036,Célibataire,0,false,7796 BP 30
83,M,816,Célibataire,0,false,576 RQ 71
23,F,503,En Couple,4,true,9069 RH 15
38,M,726,Célibataire,0,false,9370 AH 80
47,M,408,Seule,1,false,5818 GW 80
38,F,1123,En Couple,4,false,9889 OR 97
19,F,165,Célibataire,0,false,3099 XM 14
27,M,746,En Couple,3,false,2153 JS 13
58,F,597,En Couple,1,false,1832 YE 72
34,M,153,En Couple,1,false,8464 TX 80
58,F,412,Célibataire,0,false,7271 SG 65
29,M,427,En Couple,1,false,2415 JK 48
62,F,792,En Couple,1,false,307 AR 64
18,M,451,En Couple,3,false,9513 TA 59
34,M,226,En Couple,3,false,6931 EV 40
24,M,743,Célibataire,0,false,344 FO 50
31,M,211,En Couple,4,false,8059 TU 83
78,F,1279,En Couple,0,true,869 QX 19
52,M,1215,Célibataire,0,false,7604 SJ 50
52,M,460,En Couple,4,true,334 HQ 12
48,M,448,Célibataire,0,false,4979 JD 57
57,M,438,En Couple,1,false,4095 EV 29
43,M,546,Célibataire,0,false,5049 WV 73
32,M,155,En Couple,0,false,1532 DH 70
76,M,1003,En Couple,1,false,7631 YZ 17
32,M,196,Célibataire,0,false,6306 RA 51
59,M,1076,En Couple,2,true,8247 KM 33
20,M,1009,Seule,1,false,2491 AG 50
22,F,1048,En Couple,0,false,2608 CM 96
54,M,580,En Couple,2,false,8216 EH 32
62,Homme,904,Célibataire,0,false,128 CK 64
28,M,1386,Célibataire,0,false,8279 RY 27
28,F,555,En Couple,1,true,9769 LB 48
31,Homme,505,En Couple,1,false,7420 DX 82
21,M,414,En Couple,3,false,9126 IX 74
66,M,222,En Couple,2,false,2409 LV 79
36,F,209,Célibataire,0,false,2972 LE 46
66,M,762,Célibataire,0,false,344 PZ 87
34,M,518,Célibataire,0,false,6332 AI 40
46,F,1141,En Couple,1,false,813 WP 64
19,M,175,En Couple,3,false,6989 PQ 13
69,F,524,En Couple,3,false,4646 MT 66
32,F,585,Seule,2,false,7716 EE 44
40,M,204,En Couple,3,false,5948 NO 63
72,F,1249,En Couple,0,false,3309 ED 94
45,M,522,En Couple,1,false,2610 BF 35
84,F,151,En Couple,0,false,2624 SZ 58
51,F,169,En Couple,1,false,7122 HL 10
68,M,1190,En Couple,3,false,1823 XK 63
58,M,987,Célibataire,0,false,7493 MF 89
59,M,444,Célibataire,0,false,7956 FH 52
51,F,1207,Célibataire,0,false,7897 SK 92
31,M,403,En Couple,1,false,9397 XX 78
28,M,1216,En Couple,2,false,7914 HW 42
42,M,579,Marié(e),2,true,4690 LP 56
33,M,167,En Couple,2,false,9547 ZC 93
51,M,430,En Couple,4,false,9427 SF 80
73,M,465,Célibataire,0,false,9339 WY 67
40,M,473,Célibataire,0,false,699 ZI 52
55,M,1362,Célibataire,0,false,7603 XK 49
68,F,212,En Couple,0,false,4393 FA 51
34,F,752,En Couple,0,false,2532 IP 59
41,F,412,Célibataire,0,false,9300 HC 56
38,M,152,En Couple,4,false,4155 JP 86
45,M,1256,En Couple,0,true,4508 OF 87
28,M,589,Célibataire,0,false,1487 OY 31
50,M,739,Célibataire,0,false,4686 YD 43
75,M,956,Célibataire,0,false,8431 PH 63
80,M,1339,En Couple,0,false,3710 AB 24
49,M,185,Célibataire,0,false,6181 BV 70
67,M,193,Célibataire,0,false,9179 GG 91
61,M,785,En Couple,2,true,7431 BK 20
31,M,536,Célibataire,0,false,6848 ZB 46
52,M,433,Seule,3,false,979 KZ 87
46,M,197,En Couple,0,false,8927 JE 70
30,F,483,En Couple,0,false,848 SR 75
30,M,1037,Célibataire,0,false,342 OW 76
37,M,434,En Couple,2,true,5697 QG 91
66,F,220,Célibataire,0,false,7483 VK 76
48,F,422,En Couple,0,false,4930 DP 65
84,M,451,En Couple,2,false,1953 BP 82
36,M,426,En Couple,2,true,2955 AK 33
77,M,467,Célibataire,0,false,7507 YP 39
82,F,455,En Couple,1,false,9338 FL 13
20,M,444,En Couple,4,false,5430 II 17
29,F,522,Célibataire,0,false,1579 LE 45
49,M,424,En Couple,2,true,8312 YN 61
84,M,407,Seule,3,false,4545 ML 47
24,M,432,En Couple,3,false,8677 DG 41
45,M,400,Seule,1,false,7723 GG 94
21,M,497,En Couple,1,false,2142 JI 46
28,F,1042,En Couple,0,false,2002 NP 42
59,M,978,En Couple,1,false,7377 QF 86
75,F,403,En Couple,4,false,983 GC 19
62,Homme,924,En Couple,2,false,4134 FF 49
24,M,413,En Couple,1,true,3495 LT 22
29,M,1274,En Couple,1,false,4542 YR 49
60,Féminin,869,Célibataire,0,false,3304 MQ 20
73,M,594,En Couple,2,false,3508 NK 11
83,M,1169,En Couple,1,false,8571 YM 89
82,F,1260,En Couple,2,false,8909 KU 92
43,M,422,En Couple,0,false,5338 GD 58
55,M,845,En Couple,2,false,9113 DH 85
33,M,526,En Couple,0,false,6280 DM 39
32,M,849,En Couple,1,true,8033 FM 67
25,M,1302,En Couple,4,true,8102 YE 26
19,M,171,Célibataire,0,false,7625 UZ 22
27,M,180,En Couple,4,true,3818 VI 55
79,M,438,En Couple,1,false,8221 DX 82
59,M,1310,Marié(e),2,false,4407 XY 25
68,M,705,En Couple,3,false,9477 YY 59
50,M,412,En Couple,0,true,953 JP 48
36,F,785,Célibataire,0,false,5074 QM 27
44,M,472,Seule,2,false,3639 AV 80
68,M,539,Seule,1,false,9120 YC 95
18,F,442,En Couple,1,true,4786 XG 68
27,F,191,En Couple,4,false,6180 ZU 43
47,M,446,En Couple,0,false,4978 CA 96
23,M,199,En Couple,2,false,6142 OO 15
84,M,247,En Couple,0,false,2701 BT 22
31,M,467,En Couple,4,false,8693 PQ 98
40,M,462,Célibataire,0,false,129 SB 87
42,F,1335,Célibataire,0,false,6031 LR 24
49,M,1142,Célibataire,0,false,6247 RM 46
48,M,1184,En Couple,3,false,3160 WX 28
72,M,566,En Couple,4,false,3296 FJ 29
20,M,194,Célibataire,0,false,7895 MG 77
26,F,519,Célibataire,0,false,4809 OL 94
30,M,1324,Célibataire,0,false,3006 YM 71
65,M,222,En Couple,3,false,9400 EA 22
22,F,470,En Couple,0,false,9593 LH 92
18,M,578,En Couple,3,false,3502 PD 26
21,M,470,En Couple,4,false,1787 JZ 93
73,M,819,Célibataire,0,false,1172 ND 44
76,M,503,En Couple,2,true,6966 QU 29
24,M,562,Célibataire,0,false,8816 UF 97
20,M,156,En Couple,4,false,1201 EC 84
55,M,404,Célibataire,0,false,1471 SD 15
63,M,443,Seule,1,false,977 DC 50
20,F,242,En Couple,2,false,7178 EL 73
77,M,965,Divorcée,1,false,7571 OB 54
20,F,453,En Couple,2,false,4083 XD 31
60,F,854,En Couple,2,false,4205 AU 65
71,M,231,En Couple,2,true,3814 WN 18
25,M,179,Célibataire,0,false,1490 DA 81
54,M,400,En Couple,0,false,2266 IC 45
39,M,545,En Couple,1,false,2204 MG 86
